batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
1,1,1.5299708843231201,1.3240885734558105,287,0,0,287,0,26,26,0.0,0.0,8.99e-05,5.74e-05,3.25e-05,1
2,1,0.6195080280303955,0.4022829532623291,294,0,0,294,0,25,25,0.0,0.0,9.005e-05,5.88e-05,3.125e-05,0
3,1,0.7384145259857178,0.5629582405090332,309,0,0,309,0,25,25,0.0,0.0,9.305e-05,6.18e-05,3.125e-05,0
4,1,1.1173467636108398,0.7111160755157471,301,0,0,301,0,26,26,0.0,0.0,9.27e-05,6.02e-05,3.25e-05,0
5,1,0.8780887126922607,0.563953161239624,300,0,0,300,0,26,26,0.0,0.0,9.25e-05,6e-05,3.25e-05,0
6,1,0.7032322883605957,0.5192980766296387,292,0,0,292,0,25,25,0.0,0.0,8.965e-05,5.84e-05,3.125e-05,0
7,1,1.0562644004821777,0.7710213661193848,311,0,0,311,0,25,25,0.0,0.0,9.345e-05,6.22e-05,3.125e-05,0
8,1,0.8050456047058105,0.7749056816101074,293,0,0,293,0,25,25,0.0,0.0,8.985e-05,5.86e-05,3.125e-05,0
9,1,0.8710005283355713,0.6757862567901611,309,0,0,309,0,26,26,0.0,0.0,9.43e-05,6.18e-05,3.25e-05,0
10,1,0.8859169483184814,0.6679544448852539,300,0,0,300,0,26,26,0.0,0.0,9.25e-05,6e-05,3.25e-05,1
11,1,0.7187650203704834,0.518798828125,312,0,0,312,0,25,25,0.0,0.0,9.365e-05,6.24e-05,3.125e-05,0
12,1,0.9319982528686523,0.6592495441436768,313,0,0,313,0,26,26,0.0,0.0,9.51e-05,6.26e-05,3.25e-05,0
13,1,0.6694376468658447,0.5330302715301514,286,0,0,286,0,26,26,0.0,0.0,8.97e-05,5.72e-05,3.25e-05,1
14,1,0.7267951965332031,0.5218896865844727,306,0,0,306,0,25,25,0.0,0.0,9.245e-05,6.12e-05,3.125e-05,0
15,1,1.2583370208740234,0.9787452220916748,300,0,0,300,0,25,25,0.0,0.0,9.125e-05,6e-05,3.125e-05,0
16,1,0.6899504661560059,0.47835516929626465,293,0,0,293,0,25,25,0.0,0.0,8.985e-05,5.86e-05,3.125e-05,1
17,1,0.9010720252990723,0.7147402763366699,295,0,0,295,0,25,25,0.0,0.0,9.025e-05,5.9e-05,3.125e-05,0
18,1,0.5387246608734131,0.3625221252441406,303,0,0,303,0,25,25,0.0,0.0,9.185e-05,6.06e-05,3.125e-05,0
19,1,0.8918640613555908,0.6857035160064697,305,0,0,305,0,26,26,0.0,0.0,9.35e-05,6.1e-05,3.25e-05,1
20,1,1.146526575088501,0.9450125694274902,304,0,0,304,0,26,26,0.0,0.0,9.33e-05,6.08e-05,3.25e-05,0
21,1,0.7293200492858887,0.48615550994873047,284,0,0,284,0,25,25,0.0,0.0,8.805e-05,5.68e-05,3.125e-05,0
