batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
1,5,1.2449028491973877,0.947066068649292,542,0,0,542,0,92,92,0.0,0.0,0.000547,0.000271,0.000276,1
2,5,1.2679691314697266,0.9814598560333252,545,0,0,545,0,87,87,0.0,0.0,0.0005335,0.0002725,0.000261,4
3,5,1.5271601676940918,1.2461400032043457,493,0,0,493,0,87,87,0.0,0.0,0.0005075,0.0002465,0.000261,2
4,5,1.412856101989746,1.1451442241668701,507,0,0,507,0,87,87,0.0,0.0,0.0005145,0.0002535,0.000261,4
5,5,1.3624889850616455,1.061934232711792,582,0,0,582,0,90,90,0.0,0.0,0.000561,0.000291,0.00027,5
6,5,1.39630126953125,1.0920569896697998,501,0,0,501,0,87,87,0.0,0.0,0.0005115,0.0002505,0.000261,0
7,5,1.3371686935424805,1.1615431308746338,547,0,0,547,0,88,88,0.0,0.0,0.0005375,0.0002735,0.000264,3
8,5,1.8672099113464355,1.3137869834899902,536,0,0,536,0,88,88,0.0,0.0,0.000532,0.000268,0.000264,3
9,5,1.217332363128662,0.9716091156005859,591,0,0,591,0,88,88,0.0,0.0,0.0005595,0.0002955,0.000264,3
10,5,1.4207978248596191,1.114246129989624,604,0,0,604,0,90,90,0.0,0.0,0.000572,0.000302,0.00027,5
11,5,1.287292242050171,1.0357470512390137,547,0,0,547,0,88,88,0.0,0.0,0.0005375,0.0002735,0.000264,3
12,5,1.425534963607788,1.1050238609313965,544,0,0,544,0,87,87,0.0,0.0,0.000533,0.000272,0.000261,3
13,5,1.2683491706848145,0.9655890464782715,478,0,0,478,0,87,87,0.0,0.0,0.0005,0.000239,0.000261,2
14,5,1.5540530681610107,1.1762621402740479,541,0,0,541,0,87,87,0.0,0.0,0.0005315,0.0002705,0.000261,5
15,5,1.2888448238372803,0.9348008632659912,528,0,0,528,0,89,89,0.0,0.0,0.000531,0.000264,0.000267,4
16,5,1.334892988204956,0.997344970703125,535,0,0,535,0,90,90,0.0,0.0,0.0005375,0.0002675,0.00027,2
17,5,1.3785390853881836,1.1185829639434814,611,0,0,611,0,88,88,0.0,0.0,0.0005695,0.0003055,0.000264,2
18,5,1.2443420886993408,0.9104409217834473,623,0,0,623,0,89,89,0.0,0.0,0.0005785,0.0003115,0.000267,2
19,5,1.4209680557250977,1.1407082080841064,528,0,0,528,0,87,87,0.0,0.0,0.000525,0.000264,0.000261,2
20,5,2.005247116088867,1.7666199207305908,500,0,0,500,0,88,88,0.0,0.0,0.000514,0.00025,0.000264,3
