batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
1,1,1.251875877380371,1.1948328018188477,333,0,0,333,0,18,18,0.0,0.0,0.0002205,0.0001665,5.4e-05,1
2,1,0.9937012195587158,0.9381439685821533,336,0,0,336,0,17,17,0.0,0.0,0.000219,0.000168,5.1e-05,1
3,1,1.0216171741485596,1.0000889301300049,357,0,0,357,0,17,17,0.0,0.0,0.0002295,0.0001785,5.1e-05,0
4,1,0.9996330738067627,0.9974391460418701,352,0,0,352,0,18,18,0.0,0.0,0.00023,0.000176,5.4e-05,1
5,1,1.082395315170288,1.0811882019042969,356,0,0,356,0,18,18,0.0,0.0,0.000232,0.000178,5.4e-05,1
6,1,0.9915568828582764,0.9541769027709961,338,0,0,338,0,17,17,0.0,0.0,0.00022,0.000169,5.1e-05,1
7,1,1.3985509872436523,1.3964998722076416,353,0,0,353,0,17,17,0.0,0.0,0.0002275,0.0001765,5.1e-05,0
8,1,1.1221439838409424,1.1198289394378662,340,0,0,340,0,17,17,0.0,0.0,0.000221,0.00017,5.1e-05,0
9,1,1.0277140140533447,1.0137488842010498,353,0,0,353,0,18,18,0.0,0.0,0.0002305,0.0001765,5.4e-05,0
10,1,1.3123469352722168,1.311100959777832,348,0,0,348,0,18,18,0.0,0.0,0.000228,0.000174,5.4e-05,1
11,1,1.4291856288909912,1.123516321182251,358,0,0,358,0,17,17,0.0,0.0,0.00023,0.000179,5.1e-05,0
12,1,1.0323328971862793,1.020427942276001,360,0,0,360,0,18,18,0.0,0.0,0.000234,0.00018,5.4e-05,1
13,1,1.049288272857666,1.0076847076416016,330,0,0,330,0,18,18,0.0,0.0,0.000219,0.000165,5.4e-05,1
14,1,1.0263619422912598,0.9763839244842529,353,0,0,353,0,17,17,0.0,0.0,0.0002275,0.0001765,5.1e-05,0
15,1,1.2793049812316895,1.2755110263824463,345,0,0,345,0,17,17,0.0,0.0,0.0002235,0.0001725,5.1e-05,1
16,1,1.0200519561767578,1.0166621208190918,345,0,0,345,0,17,17,0.0,0.0,0.0002235,0.0001725,5.1e-05,1
17,1,1.1015079021453857,1.0408439636230469,342,0,0,342,0,17,17,0.0,0.0,0.000222,0.000171,5.1e-05,0
18,1,0.9877619743347168,0.9512708187103271,350,0,0,350,0,17,17,0.0,0.0,0.000226,0.000175,5.1e-05,0
19,1,0.9789209365844727,0.9655721187591553,350,0,0,350,0,18,18,0.0,0.0,0.000229,0.000175,5.4e-05,1
20,1,1.2696378231048584,1.2176220417022705,349,0,0,349,0,18,18,0.0,0.0,0.0002285,0.0001745,5.4e-05,0
