batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
1,1,3.6379213333129883,3.364457130432129,286,0,0,286,0,26,26,0.0,0.0,0.001105,0.000715,0.00039,1
2,1,0.9557068347930908,0.67911696434021,293,0,0,293,0,25,25,0.0,0.0,0.0011075,0.0007325,0.000375,0
3,1,1.0557739734649658,0.7998101711273193,311,0,0,311,0,25,25,0.0,0.0,0.0011525,0.0007775,0.000375,0
4,1,0.9164409637451172,0.6168215274810791,304,0,0,304,0,26,26,0.0,0.0,0.00115,0.00076,0.00039,1
5,1,0.8508689403533936,0.5659463405609131,305,0,0,305,0,26,26,0.0,0.0,0.0011525,0.0007625,0.00039,1
6,1,1.129272699356079,0.7690906524658203,289,0,0,289,0,25,25,0.0,0.0,0.0010975,0.0007225,0.000375,1
7,1,1.1420836448669434,0.8736674785614014,312,0,0,312,0,25,25,0.0,0.0,0.001155,0.00078,0.000375,0
8,1,1.035942792892456,0.7568726539611816,295,0,0,295,0,25,25,0.0,0.0,0.0011125,0.0007375,0.000375,0
9,1,1.0831046104431152,0.7945833206176758,308,0,0,308,0,26,26,0.0,0.0,0.00116,0.00077,0.00039,1
10,1,1.0783276557922363,0.6845948696136475,303,0,0,303,0,26,26,0.0,0.0,0.0011475,0.0007575,0.00039,1
11,1,0.9692871570587158,0.6945047378540039,313,0,0,313,0,25,25,0.0,0.0,0.0011575,0.0007825,0.000375,0
12,1,0.8380990028381348,0.60801100730896,317,0,0,317,0,26,26,0.0,0.0,0.0011825,0.0007925,0.00039,1
13,1,0.9850485324859619,0.7113254070281982,285,0,0,285,0,26,26,0.0,0.0,0.0011025,0.0007125,0.00039,0
14,1,1.1272001266479492,0.8234720230102539,305,0,0,305,0,25,25,0.0,0.0,0.0011375,0.0007625,0.000375,0
15,1,0.920494794845581,0.5801281929016113,302,0,0,302,0,25,25,0.0,0.0,0.00113,0.000755,0.000375,1
16,1,0.8639752864837646,0.6018104553222656,294,0,0,294,0,25,25,0.0,0.0,0.00111,0.000735,0.000375,1
17,1,0.8692467212677002,0.596534252166748,302,0,0,302,0,25,25,0.0,0.0,0.00113,0.000755,0.000375,0
18,1,1.0882303714752197,1.0579407215118408,302,0,0,302,0,25,25,0.0,0.0,0.00113,0.000755,0.000375,0
19,1,1.0282037258148193,0.6851291656494141,306,0,0,306,0,26,26,0.0,0.0,0.001155,0.000765,0.00039,1
20,1,0.9645349979400635,0.6784567832946777,301,0,0,301,0,26,26,0.0,0.0,0.0011425,0.0007525,0.00039,0
21,1,1.0815420150756836,0.7706592082977295,286,0,0,286,0,25,25,0.0,0.0,0.00109,0.000715,0.000375,0
22,1,0.8800742626190186,0.6513402462005615,284,0,0,284,0,26,26,0.0,0.0,0.0011,0.00071,0.00039,0
23,1,0.8922736644744873,0.6401321887969971,294,0,0,294,0,25,25,0.0,0.0,0.00111,0.000735,0.000375,0
24,1,1.247385025024414,0.8568015098571777,284,0,0,284,0,26,26,0.0,0.0,0.0011,0.00071,0.00039,0
25,1,1.171985387802124,0.639042854309082,296,0,0,296,0,26,26,0.0,0.0,0.00113,0.00074,0.00039,0
26,1,1.0625104904174805,0.7557187080383301,285,0,0,285,0,26,26,0.0,0.0,0.0011025,0.0007125,0.00039,1
27,1,0.9405710697174072,0.7037842273712158,297,0,0,297,0,25,25,0.0,0.0,0.0011175,0.0007425,0.000375,1
28,1,1.187669038772583,0.7459530830383301,299,0,0,299,0,26,26,0.0,0.0,0.0011375,0.0007475,0.00039,1
29,1,0.9755411148071289,0.6708593368530273,289,0,0,289,0,26,26,0.0,0.0,0.0011125,0.0007225,0.00039,0
30,1,0.9122800827026367,0.6047265529632568,287,0,0,287,0,26,26,0.0,0.0,0.0011075,0.0007175,0.00039,0
31,1,1.0891177654266357,0.7406148910522461,306,0,0,306,0,25,25,0.0,0.0,0.00114,0.000765,0.000375,1
32,1,1.2445006370544434,0.8786041736602783,302,0,0,302,0,25,25,0.0,0.0,0.00113,0.000755,0.000375,0
33,1,1.0449841022491455,0.6167862415313721,300,0,0,300,0,26,26,0.0,0.0,0.00114,0.00075,0.00039,0
34,1,0.9131340980529785,0.5954513549804688,298,0,0,298,0,26,26,0.0,0.0,0.001135,0.000745,0.00039,1
35,1,0.9486677646636963,0.6578259468078613,294,0,0,294,0,26,26,0.0,0.0,0.001125,0.000735,0.00039,0
36,1,0.930173397064209,0.654285192489624,295,0,0,295,0,26,26,0.0,0.0,0.0011275,0.0007375,0.00039,1
37,1,1.041064977645874,0.7382547855377197,301,0,0,301,0,25,25,0.0,0.0,0.0011275,0.0007525,0.000375,0
38,1,1.0787038803100586,0.7768640518188477,303,0,0,303,0,25,25,0.0,0.0,0.0011325,0.0007575,0.000375,1
39,1,2.1628005504608154,1.3678975105285645,284,0,0,284,0,26,26,0.0,0.0,0.0011,0.00071,0.00039,0
40,1,0.9893321990966797,0.7040009498596191,295,0,0,295,0,25,25,0.0,0.0,0.0011125,0.0007375,0.000375,0
41,1,0.9734270572662354,0.6928369998931885,293,0,0,293,0,25,25,0.0,0.0,0.0011075,0.0007325,0.000375,1
42,1,1.1485562324523926,0.8449676036834717,287,0,0,287,0,26,26,0.0,0.0,0.0011075,0.0007175,0.00039,0
43,1,1.0430192947387695,0.7440283298492432,292,0,0,292,0,25,25,0.0,0.0,0.001105,0.00073,0.000375,1
44,1,1.0452349185943604,0.7471318244934082,301,0,0,301,0,26,26,0.0,0.0,0.0011425,0.0007525,0.00039,0
45,1,1.0021228790283203,0.771251916885376,312,0,0,312,0,26,26,0.0,0.0,0.00117,0.00078,0.00039,1
46,1,1.5721454620361328,1.1390495300292969,307,0,0,307,0,26,26,0.0,0.0,0.0011575,0.0007675,0.00039,1
47,1,0.8639161586761475,0.6029231548309326,299,0,0,299,0,26,26,0.0,0.0,0.0011375,0.0007475,0.00039,1
48,1,0.8838298320770264,0.618779182434082,287,0,0,287,0,25,25,0.0,0.0,0.0010925,0.0007175,0.000375,0
49,1,1.0514068603515625,0.7595462799072266,299,0,0,299,0,26,26,0.0,0.0,0.0011375,0.0007475,0.00039,0
50,1,1.2234809398651123,0.8754885196685791,300,0,0,300,0,26,26,0.0,0.0,0.00114,0.00075,0.00039,0
51,1,1.3413856029510498,1.064382553100586,288,0,0,288,0,25,25,0.0,0.0,0.001095,0.00072,0.000375,1
52,1,1.088660717010498,0.7892124652862549,309,0,0,309,0,26,26,0.0,0.0,0.0011625,0.0007725,0.00039,0
53,1,0.9283621311187744,0.6167118549346924,300,0,0,300,0,25,25,0.0,0.0,0.001125,0.00075,0.000375,0
54,1,0.8448874950408936,0.5641844272613525,298,0,0,298,0,26,26,0.0,0.0,0.001135,0.000745,0.00039,0
55,1,1.0392625331878662,0.7452964782714844,288,0,0,288,0,26,26,0.0,0.0,0.00111,0.00072,0.00039,0
56,1,1.1200261116027832,0.7591228485107422,292,0,0,292,0,26,26,0.0,0.0,0.00112,0.00073,0.00039,0
57,1,0.916351318359375,0.5776779651641846,285,0,0,285,0,26,26,0.0,0.0,0.0011025,0.0007125,0.00039,0
58,1,0.8562383651733398,0.5824267864227295,288,0,0,288,0,26,26,0.0,0.0,0.00111,0.00072,0.00039,0
59,1,0.8825368881225586,0.6050937175750732,288,0,0,288,0,26,26,0.0,0.0,0.00111,0.00072,0.00039,1
60,1,1.0074632167816162,0.7358756065368652,292,0,0,292,0,25,25,0.0,0.0,0.001105,0.00073,0.000375,0
61,1,0.941925048828125,0.6800174713134766,306,0,0,306,0,25,25,0.0,0.0,0.00114,0.000765,0.000375,1
62,1,1.127716302871704,0.6410336494445801,289,0,0,289,0,25,25,0.0,0.0,0.0010975,0.0007225,0.000375,1
63,1,1.2013437747955322,0.8587195873260498,301,0,0,301,0,26,26,0.0,0.0,0.0011425,0.0007525,0.00039,1
64,1,0.8561418056488037,0.6157784461975098,287,0,0,287,0,25,25,0.0,0.0,0.0010925,0.0007175,0.000375,0
65,1,1.1393048763275146,0.8342647552490234,303,0,0,303,0,26,26,0.0,0.0,0.0011475,0.0007575,0.00039,0
66,1,1.0586557388305664,0.7776014804840088,293,0,0,293,0,25,25,0.0,0.0,0.0011075,0.0007325,0.000375,0
67,1,0.983475923538208,0.7261056900024414,286,0,0,286,0,25,25,0.0,0.0,0.00109,0.000715,0.000375,0
68,1,1.1294567584991455,0.886638879776001,295,0,0,295,0,25,25,0.0,0.0,0.0011125,0.0007375,0.000375,1
69,1,1.0759990215301514,0.7364203929901123,289,0,0,289,0,26,26,0.0,0.0,0.0011125,0.0007225,0.00039,1
70,1,0.9758234024047852,0.6394555568695068,294,0,0,294,0,26,26,0.0,0.0,0.001125,0.000735,0.00039,1
71,1,0.8881840705871582,0.6152400970458984,283,0,0,283,0,26,26,0.0,0.0,0.0010975,0.0007075,0.00039,0
72,1,1.0600931644439697,1.0435259342193604,299,0,0,299,0,25,25,0.0,0.0,0.0011225,0.0007475,0.000375,1
73,1,1.023244857788086,0.7860977649688721,289,0,0,289,0,26,26,0.0,0.0,0.0011125,0.0007225,0.00039,1
74,1,0.9882457256317139,0.6476802825927734,290,0,0,290,0,26,26,0.0,0.0,0.001115,0.000725,0.00039,1
75,1,0.964454174041748,0.6599423885345459,283,0,0,283,0,25,25,0.0,0.0,0.0010825,0.0007075,0.000375,0
76,1,1.4155714511871338,1.103262186050415,314,0,0,314,0,26,26,0.0,0.0,0.001175,0.000785,0.00039,0
77,1,1.0524494647979736,0.7612755298614502,299,0,0,299,0,26,26,0.0,0.0,0.0011375,0.0007475,0.00039,0
78,1,1.052912712097168,0.7170100212097168,311,0,0,311,0,26,26,0.0,0.0,0.0011675,0.0007775,0.00039,1
79,1,1.292466163635254,0.7083213329315186,280,0,0,280,0,26,26,0.0,0.0,0.00109,0.0007,0.00039,1
80,1,1.0286815166473389,0.7607486248016357,302,0,0,302,0,25,25,0.0,0.0,0.00113,0.000755,0.000375,1
81,1,0.9620556831359863,0.7261528968811035,296,0,0,296,0,26,26,0.0,0.0,0.00113,0.00074,0.00039,0
82,1,1.1579413414001465,0.8319170475006104,293,0,0,293,0,26,26,0.0,0.0,0.0011225,0.0007325,0.00039,0
83,1,0.924091100692749,0.6252992153167725,291,0,0,291,0,25,25,0.0,0.0,0.0011025,0.0007275,0.000375,0
84,1,1.5455503463745117,1.243375539779663,285,0,0,285,0,26,26,0.0,0.0,0.0011025,0.0007125,0.00039,1
85,1,1.3111062049865723,0.7147762775421143,296,0,0,296,0,26,26,0.0,0.0,0.00113,0.00074,0.00039,0
86,1,0.9708251953125,0.6691768169403076,278,0,0,278,0,25,25,0.0,0.0,0.00107,0.000695,0.000375,0
87,1,1.0234553813934326,0.7130341529846191,299,0,0,299,0,26,26,0.0,0.0,0.0011375,0.0007475,0.00039,1
88,1,1.2340309619903564,0.9304585456848145,306,0,0,306,0,26,26,0.0,0.0,0.001155,0.000765,0.00039,0
89,1,0.9692976474761963,0.6576018333435059,292,0,0,292,0,26,26,0.0,0.0,0.00112,0.00073,0.00039,0
90,1,0.9258279800415039,0.664621114730835,282,0,0,282,0,26,26,0.0,0.0,0.001095,0.000705,0.00039,1
91,1,1.157712459564209,0.8002045154571533,288,0,0,288,0,26,26,0.0,0.0,0.00111,0.00072,0.00039,0
92,1,1.0628337860107422,0.6102745532989502,290,0,0,290,0,26,26,0.0,0.0,0.001115,0.000725,0.00039,0
93,1,1.117142677307129,0.8290865421295166,292,0,0,292,0,25,25,0.0,0.0,0.001105,0.00073,0.000375,1
94,1,1.0210697650909424,0.770453929901123,308,0,0,308,0,26,26,0.0,0.0,0.00116,0.00077,0.00039,0
95,1,1.3399372100830078,0.7319574356079102,294,0,0,294,0,26,26,0.0,0.0,0.001125,0.000735,0.00039,1
96,1,0.8704478740692139,0.577739953994751,289,0,0,289,0,25,25,0.0,0.0,0.0010975,0.0007225,0.000375,1
97,1,1.059748649597168,0.7746508121490479,313,0,0,313,0,25,25,0.0,0.0,0.0011575,0.0007825,0.000375,0
98,1,1.0198938846588135,0.7381227016448975,301,0,0,301,0,25,25,0.0,0.0,0.0011275,0.0007525,0.000375,1
99,1,1.0060062408447266,0.7271735668182373,316,0,0,316,0,26,26,0.0,0.0,0.00118,0.00079,0.00039,1
100,1,0.8736965656280518,0.5502140522003174,300,0,0,300,0,26,26,0.0,0.0,0.00114,0.00075,0.00039,0
