batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
1,5,1.4240164756774902,1.044597864151001,727,0,0,727,0,91,91,0.0,0.0,0.001182,0.000727,0.000455,4
2,5,1.4047937393188477,1.0675551891326904,742,0,0,742,0,90,90,0.0,0.0,0.001192,0.000742,0.00045,3
3,5,1.0848605632781982,0.7672150135040283,768,0,0,768,0,90,90,0.0,0.0,0.001218,0.000768,0.00045,3
4,5,1.4633994102478027,1.0439879894256592,742,0,0,742,0,90,90,0.0,0.0,0.001192,0.000742,0.00045,3
5,5,2.980879783630371,2.568312406539917,670,0,0,670,0,91,91,0.0,0.0,0.001125,0.00067,0.000455,2
6,5,1.2019777297973633,0.8506016731262207,687,0,0,687,0,92,92,0.0,0.0,0.001147,0.000687,0.00046,3
7,5,1.436950445175171,1.1379399299621582,737,0,0,737,0,91,91,0.0,0.0,0.001192,0.000737,0.000455,2
8,5,1.2271509170532227,1.011833906173706,712,0,0,712,0,90,90,0.0,0.0,0.001162,0.000712,0.00045,2
9,5,0.9831700325012207,0.7057347297668457,717,0,0,717,0,91,91,0.0,0.0,0.001172,0.000717,0.000455,4
10,5,1.2569191455841064,0.9531066417694092,734,0,0,734,0,92,92,0.0,0.0,0.001194,0.000734,0.00046,1
11,5,1.41585373878479,1.1230220794677734,719,0,0,719,0,91,91,0.0,0.0,0.001174,0.000719,0.000455,2
12,5,1.4957962036132812,1.1139636039733887,696,0,0,696,0,92,92,0.0,0.0,0.001156,0.000696,0.00046,2
13,5,1.4961199760437012,1.1300265789031982,721,0,0,721,0,90,90,0.0,0.0,0.001171,0.000721,0.00045,3
14,5,1.3183186054229736,0.9403643608093262,681,0,0,681,0,90,90,0.0,0.0,0.001131,0.000681,0.00045,2
15,5,1.1834440231323242,0.8579275608062744,673,0,0,673,0,91,91,0.0,0.0,0.001128,0.000673,0.000455,3
16,5,2.493415355682373,2.085792064666748,740,0,0,740,0,92,92,0.0,0.0,0.0012,0.00074,0.00046,3
17,5,1.2560184001922607,0.8552095890045166,699,0,0,699,0,92,92,0.0,0.0,0.001159,0.000699,0.00046,1
18,5,1.6108863353729248,1.2596404552459717,692,0,0,692,0,92,92,0.0,0.0,0.001152,0.000692,0.00046,2
19,5,1.2431902885437012,0.8686680793762207,708,0,0,708,0,92,92,0.0,0.0,0.001168,0.000708,0.00046,2
20,5,2.2787866592407227,1.8599305152893066,759,0,0,759,0,90,90,0.0,0.0,0.001209,0.000759,0.00045,3
