batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
1,2,0.8514025211334229,0.7113044261932373,586,0,0,586,0,41,41,0.0,0.0,0.000791,0.000586,0.000205,2
2,2,1.4132277965545654,1.2338316440582275,615,0,0,615,0,41,41,0.0,0.0,0.00082,0.000615,0.000205,1
3,2,0.9869847297668457,0.8440244197845459,594,0,0,594,0,41,41,0.0,0.0,0.000799,0.000594,0.000205,1
4,2,0.9671797752380371,0.8026881217956543,606,0,0,606,0,40,40,0.0,0.0,0.000806,0.000606,0.0002,0
5,2,1.1261777877807617,0.9699397087097168,617,0,0,617,0,42,42,0.0,0.0,0.000827,0.000617,0.00021,1
6,2,1.196073055267334,1.0551791191101074,629,0,0,629,0,41,41,0.0,0.0,0.000834,0.000629,0.000205,1
7,2,1.094757318496704,0.944007158279419,610,0,0,610,0,41,41,0.0,0.0,0.000815,0.00061,0.000205,1
8,2,1.2237677574157715,1.057199239730835,604,0,0,604,0,40,40,0.0,0.0,0.000804,0.000604,0.0002,2
9,2,0.9843449592590332,0.807974100112915,604,0,0,604,0,40,40,0.0,0.0,0.000804,0.000604,0.0002,1
10,2,1.158597707748413,1.0238699913024902,612,0,0,612,0,42,42,0.0,0.0,0.000822,0.000612,0.00021,1
11,2,1.2715675830841064,1.1134073734283447,571,0,0,571,0,41,41,0.0,0.0,0.000776,0.000571,0.000205,1
12,2,1.2598326206207275,1.0979692935943604,575,0,0,575,0,41,41,0.0,0.0,0.00078,0.000575,0.000205,1
13,2,1.8665657043457031,1.6757173538208008,588,0,0,588,0,42,42,0.0,0.0,0.000798,0.000588,0.00021,1
14,2,1.0911474227905273,0.8721845149993896,599,0,0,599,0,41,41,0.0,0.0,0.000804,0.000599,0.000205,1
15,2,1.2283484935760498,1.0662381649017334,574,0,0,574,0,42,42,0.0,0.0,0.000784,0.000574,0.00021,1
16,2,1.2068171501159668,1.0574712753295898,614,0,0,614,0,40,40,0.0,0.0,0.000814,0.000614,0.0002,1
17,2,1.016247272491455,0.8554751873016357,594,0,0,594,0,42,42,0.0,0.0,0.000804,0.000594,0.00021,1
18,2,1.2315943241119385,1.0701825618743896,590,0,0,590,0,42,42,0.0,0.0,0.0008,0.00059,0.00021,1
19,2,0.9163742065429688,0.7786474227905273,608,0,0,608,0,40,40,0.0,0.0,0.000808,0.000608,0.0002,1
20,2,1.1656041145324707,1.0126934051513672,580,0,0,580,0,41,41,0.0,0.0,0.000785,0.00058,0.000205,0
21,2,0.9082646369934082,0.7542600631713867,580,0,0,580,0,41,41,0.0,0.0,0.000785,0.00058,0.000205,1
